reminder,reply,intent,dpd,amount,loan,tone,region,ptp_date,ptp_amount,dispute_type,excuse_type,cibil_mentioned,legal_mentioned
"Yaar ₹22000 ka EMI time ho gaya, ab late fees bhi lag rahi hai. Turant payment karein ya phir CIBIL score kharaab hoga.","Abhi nahi kar sakta bhai, kabhi baad kar dunga",refusal,26,22000,business loan EMI,evasive,delhi,,,,stressed,True,False
"Rahul yaar, ₹5800 ka BNPL payment 65 days overdue hai. Hum legal action lenge agar payment nahi hoga.","Bhai, maine paise nahi hain. Kuch time do, maine UPI kar diya tha lekin aapke system mein issue hai.",dispute,65,5800,BNPL payment,resigned,delhi,null,,insufficient funds,system issue,False,True
Sun ₹18000 ka EMI miss ho gaya hai. CIBIL score par impact pad sakta hai. Turant payment karein.,"Sorry 🤦‍♂️, kal tak payment kar dete hain. Thoda time mil sakta hai?",dispute,19,18000,credit line EMI,worried,delhi,kal,18000,,lack of funds,True,False
"Arre ₹4500 ka EMI 9 din se overdue hai, Sanjay ji. Late fees lag rahi hai. Aap thoda settlement kar sakte hain? UPI se payment karein, link bhejta hoon.","Yaar, business mein thoda problem chal raha hai. Kay 15 din aur do, main double EMI kar dunga 🙏",needs_more_time,9,4500,business loan EMI,polite,mumbai,15,9000,,business_problem,False,False
"Amit ji, ₹20000 EMI 72 days overdue. CIBIL affect hoga. UPI se abhi karein: rzp.io/pay","boss, ₹20000 nahi ho sakta. ₹15000 karunga. Kab tak karunga bolun? 🤕",promise_to_pay,72,20000,business loan EMI,desperate,hyderabad,,15000,,financial constraint,True,False
"Arre Rajesh ji, aapka ₹25000 ka mobile loan EMI 16 days se pending hai. Please jaldi se UPI se payment karein, nahi toh CIBIL score par asar padega.","Nako re, abhi nahi kar sakte, thoda time lagech",refusal,16,25000,mobile loan EMI,polite,mumbai,,,,financial constraint,True,False
"Hi, ₹10,000 ka EMI pending hai. UPI se ₹5000 bhej sakte hain? CIBIL score bhi affect ho sakta hai.","Bhai ₹5000 abhi bhejta hun, baaki 2 hafte mein pakka 🙏",partial_payment,5,10000,mobile loan EMI,cooperative,delhi,2 hafte,5000,,time constraint,True,False
"Hi sir, ₹6000 EMI kal due thi. Aaj tak nahi aayi. UPI maadtini: rzp.io/pay. Settlement option bhi hai","Bhai kal kar dunga, abhi ghar mein kuch problem hai",promise_to_pay,3,6000,business loan EMI,worried,bangalore,tomorrow,6000,,personal_problem,False,False
"Sir, aapka ₹8500 ka bike loan EMI 26 din se due hai. UPI maadtini karke payment karein. Isse aapke CIBIL score par bhi asar padega.","Sir maine 2 din pehle ₹8500 transfer kar diya tha. Aap log apne system check karo, problem aapke end hai.",dispute,26,8500,bike loan EMI,polite,bangalore,,,payment,system_error,True,False
"Manoj ji, ₹6500 EMI 9 din overdue. Settlement ka option bhi hai. Abhi karein: rzp.io/pay","bhai thoda patience rakho, next week zarur kar dunga, thanks 🙏",promise_to_pay,9,6500,personal loan EMI,resigned,hyderabad,next week,6500,,time request,False,False
"Amit ji ₹25000 ka EMI time se nahi aaya. 67 din ho gaye, ab late fees bhi lag raha hai. Turant payment karein, nahi toh CIBIL score affect hoga.","Yaar abhi kuch nahi kar sakta, kuch din aur time chahiye. Bol kar bata dunga 😓",refusal,67,25000,bike loan EMI,evasive,delhi,,,,financial difficulties,True,False
"Sagar ji ₹8500 EMI due hai. 25 din ho gaye, ab late fees bhi dena padega. CIBIL score impact padega, nako?","Re, maine 2 din pehle UPI kar diya tha. Aap logon ke system mein koi issue hai, kay?",dispute,25,8500,business loan EMI,worried,hyderabad,,,payment made,technical issue,True,False
"Ankit ji, aapke account mein ₹8500 bike loan EMI pending hai. Late fees ₹1000 lag gayi hai. Sun, aapko turant payment karna hoga.","bhai sach mein problem chal rahi hai, mummy hospital mein hain, 10 din aur do please 🙏",needs_more_time,22,8500,bike loan EMI,polite,delhi,10 days,,,family emergency,False,False
"Sunil ji ₹12000 ka BNPL payment bahut time se overdue hai. Bol bhai, kab tak de sakte ho? CIBIL score ko lekar soch lo.","Yaar business mein thoda problem chal raha, next month double kar dunga, thoda time do bhai 🤞",needs_more_time,15,12000,BNPL payment,desperate,delhi,next month,24000,,business problem,True,False
"Ankit ji ₹12000 ka EMI due hai, late fees ₹1500 lag gaye hain. Bekku payment karein.","Mujhe pata nahi tha ki late fees lag gaye hain. Mai abhi UPI kar deta hoon, lekin please late fees maaf kar do.",dispute,90,13500,credit line EMI,polite,bangalore,today,13500,late fees,lack of awareness,False,False
₹7000 ka BNPL payment 67 din se overdue hai. turant payment karein. Late fees ₹1500 lag gaye hain.,"Bhai, maine ₹2000 ki payment UPI se 1 week pehle ki thi. Baki ₹5000 kal tak kar dete hain. ₹1500 late fees kam karo.",dispute,67,8500,BNPL payment,cooperative,delhi,tomorrow,5000,partial payment,technical issue,False,False
"Rahul sir, ₹4200 EMI 17 din overdue. CIBIL score impact ho sakta hai. UPI se ₹4240 (late fees) jaldi karein: gpay.co/pay","bhi sorry, thoda tight hoon, 23rd ko zarur kar dunga 🙏",promise_to_pay,17,4200,BNPL payment,polite,bangalore,23rd,4240,,financial constraints,True,False
"Rahul ji ₹9000 ka BNPL payment 15 din se overdue hai. Turant contact karein, nahi toh late fees lag jayegi aur CIBIL score bhi kharaab ho jayega.","Yaar 2-3 din mein de deta hoon, thoda time do bhai",needs_more_time,15,9000,BNPL payment,evasive,delhi,,,,short-term delay,True,False
₹28000 ka payment 73 din se pending hai. Aapke CIBIL score par asar pad sakta hai. Aapko ₹30000 ka payment karna hoga. Settlement offer ₹20000 pe.,"bekku, main payment karne ki koshish karunga, lekin mujhe thoda time chahiye",refusal,73,28000,BNPL payment,resigned,bangalore,,,,vague timeline,True,False
"Amit ji, ₹15000 EMI kal se 40 days overdue hai. Settlement option bhi hai, lekin CIBIL score ko maintain karna hoga. UPI se kar dein: rzp.io/pay","Arey bhai, thoda time do, aaj office mein busy tha, Monday ko kar dunga 🙏",promise_to_pay,40,15000,BNPL payment,desperate,bangalore,Monday,15000,,office work,True,False
"Vijay ji aapka ₹22,000 ka personal loan EMI 57 days se overdue hai. Aapko legal notice bheja jayega. Kripya aaj hi transaction Reference number dekar ₹22,000 clear karein.","Sorry sir, mujhe thoda samay chahiye, kal tak kar deta hun 🤞 😢",refusal,57,22000,personal loan EMI,polite,bangalore,kal,,,temporal,False,True
Rajesh ji ₹5500 ki EMI due hai. Late fees ₹600 extra lag gaye. Settlement karne ke liye bekku call karein.,"mujhe pata hai, abhi kuch din aur chahiye.",dispute,20,5500,mobile loan EMI,evasive,bangalore,,,payment timeline,vague timeline,False,False
Kumar ji ₹25000 ka EMI 54 days overdue hai. ₹800 late fees ke sath clear karein please. Settlement offer nahi milega agar payment nahi hui.,"definitely ₹5000 abhi dete hain, baki ₹10000 agle hafte mein denge, aap settlement offer do 🤝",refusal,54,25000,personal loan EMI,evasive,hyderabad,next week,25000,,,False,False
"Rajesh ji, ₹3500 EMI kal due thi. Aaj tak payment nahi aayi. UPI se kar dein: rzp.io/pay.","Boss, sorry 🙏 aaj thoda tight hoon, kal zaroor kar dunnga. Okay ra, 2 days mein transfer kar dunga.",promise_to_pay,66,3500,credit line EMI,worried,hyderabad,in 2 days,3500,,financial constraint,False,False
"Rajesh ji ₹11000 pending hai. ₹5500 abhi pay karein, baaki 10 tarikh ko ₹5500 or ₹1500 ki late fee. CIBIL score bhi impact hoga.","bhai ₹4000 abhi bhejta hun, baaki ₹7000 15 tarikh ko bhejunga. Definitely bhejunga 👍",partial_payment,90,11000,personal loan EMI,polite,hyderabad,15,4000,,,True,False
Sir ₹20000 ke against ₹5000 late fees lag gaye hain. Settlement options discuss karte hain?,"Nahi sir, aap kuch din aur dein. Bekku main kuch din mein transaction kar dunga.",refusal,44,25000,business loan EMI,evasive,bangalore,null,,null,avoidance,False,False
"Arre, Rohan ji, ₹4800 EMI due hai 6 din ho gaye. Thoda jaldi payment kar sakte hain? UPI link bhejta hoon.","nako sir, maine 2 din pehle payment kar diya tha, aap check karo na.",dispute,6,4800,personal loan EMI,polite,mumbai,,,payment not updated,technical issue,False,False
Arre bhai ₹12000 EMI due ho gaya hai. Thoda late fees bhi lagech. Abhi payment karoge?,"Bhai abhi 6000 de sakta hun, baaki 10 din mein. Nako paise tight hain",partial_payment,12,12000,credit line EMI,polite,mumbai,10,6000,,financial constraint,False,False
"Sir, ₹4500 mobile loan EMI 22 din se overdue hai. Late fees lag rahi hai. UPI maadtini karke settlement karein. Aapka CIBIL score bhi impact ho raha hai.","illa sir, thoda time do. Bekku 2-3 din mein paisa transfer kar dunga 🙏",needs_more_time,22,4500,mobile loan EMI,polite,bangalore,null,null,null,null,True,False
"Suresh ji ₹18000 bike loan EMI ka 30 din ho gaye, settlement option bhi hai. Bol kar samajh lein.","Nahi kar sakta, kar lo jo karna ho.",refusal,30,18000,bike loan EMI,angry,delhi,,,,,False,True
"Nishant ji, ₹18000 pending hai. UPI maadtini ₹9000 abhi bhej sakte hain?",Illa ₹9000 abhi nhi ho payega. 2 hafte mein ₹9000 aur ₹9000 do hafte ke baad,partial_payment,32,18000,BNPL payment,desperate,bangalore,14,9000,,,False,False
"₹4200 EMI due hai, 29 din ho gaye, okay ra, aapko late fees bhi dena padega","Sorry anna, mere paas paisa nahi tha, definitely kal tak payment kar deta hoon",dispute,29,4200,bike loan EMI,worried,hyderabad,tomorrow,4200,,financial issue,False,False
"Suresh ji, ₹6000 ka bike loan EMI 55 din se pending hai. Legal notice bhejna padega, illa zarur karein: rzp.io/pay","sir abhi nhi kar paunga, next month zarur karunga",promise_to_pay,55,6000,bike loan EMI,evasive,bangalore,next month,,,vague_timeline,False,True
"Re Karan ji, ₹5600 ka EMI miss ho gaya hai. Late fees ₹200 lag gaye. Payment kab kar rahe ho?","yeh late fees kyun lag rahe ho, maine time pe payment kiya tha",dispute,22,5800,BNPL payment,angry,mumbai,,,late fees,disagreement on fees,False,False
Anna ₹25000 EMI pending hai 15 din se. UPI se poora payment kar sakte hain.,"Boss ₹6000 abhi bhej dunga, baaki 10 tarikh ko zaroor karenge",partial_payment,15,25000,BNPL payment,cooperative,hyderabad,10,25000,,,False,False
"₹18000 ka EMI aapne 64 days se nahi diya. UPI se payment karein, nahi to humein legal action lena padega. Enti aap samajh rahe hain?","enti samajh raha hun, lekin abhi nahi kar sakta",refusal,64,18000,business loan EMI,desperate,hyderabad,,,,,False,True
Rahul ji aapka ₹18000 personal loan EMI 55 din se pending hai. UPI se turant payment karein.,"yaar business mein thoda problem chal raha hai, 30 din baad double EMI karunga",needs_more_time,55,18000,personal loan EMI,cooperative,punjab,30 din,36000,,business_problem,False,False
"₹4000 8 din se pending hai sir, UPI maadtini link bhejta hoon aap settle kar sakte hain.","illa bekku 10-15 din aur chahiye hain sir, settlement kar lenge.",needs_more_time,8,4000,mobile loan EMI,polite,bangalore,15 days,4000,,family emergency,True,False
"Ramesh ji ₹18000 ki late fees bhi lagech hai, EMI clear karein please","kya kar sakte hain, paisa nahi hai 🙏",refusal,45,18000,business loan EMI,resigned,mumbai,,,,financial constraint,False,False
"Yaar bhai ₹8500 ka EMI 45 din se due hai. Turant payment karein, nahi toh CIBIL score kharaab ho jayega.","Arre maine UPI se 3 din pehle ₹8500 bhej diya tha, aapke system mein delay hai paka",dispute,45,8500,business loan EMI,polite,delhi,,,payment not reflected,system error,True,False
"Priya ji, ₹50000 ka payment aapke account mein 78 din se due hai. Kripya ₹2000 ki EMI jama karein aur baaki amount ke liye hum settlement par baat kar sakte hain.","🙏 sir, maine apne ghar waalon ko bata diya hai. Wo kehte hain maine kuch nahi liya.",refusal,78,50000,BNPL payment,stressed,bangalore,,,dispute,family involvement,False,False
"₹25000 EMI pending hai, sir. Settlement karna padega. ₹12500 abhi bhej sakte hain?","Sir, ₹6250 abhi bhej sakta hun, baaki 20 tarikh ko. Kuch din aur chahiye, sir 🙏",partial_payment,24,25000,mobile loan EMI,worried,bangalore,20,6250,,time_extension,False,False
Boss ₹6500 EMI miss ho gayi. Late fees ₹500 lag gaye. Payment karo,"Yeh amount galat hai, mera loan 5500 ka tha. Extra charges kyun?",dispute,14,6500,business loan EMI,angry,hyderabad,,,incorrect amount,billing error,False,False
"₹18000 ka EMI 5 din ho gaya hai overdue, bhai. Payment link bhej raha hun. Turant settle karein.","Paisa nahi h, bhai. 20 din mein kar dunga, pakka.",needs_more_time,5,18000,credit line EMI,desperate,delhi,20 days,,,no_money,False,False
"Yaar, ₹12000 ka EMI 6 din se overdue hai. Turant payment karein, bhai. UPI link bhejta hun.","Bhai, ₹6000 abhi bhejta hun. Baaki 10 tarikh ko pakka.",partial_payment,6,12000,mobile loan EMI,polite,delhi,10,6000,,financial constraint,False,False
"Enti ₹3000 ka BNPL payment 54 din se overdue hai. RBI guidelines ke mutabiq, aapko late fees bhi dena padega. Abhi UPI se kar dein: rzp.io/pay",Boss aaj office mein busy tha. Kal zaroor kar dunga. Aapko phir reminder nhi karna padega. 🙏,promise_to_pay,54,3000,BNPL payment,polite,hyderabad,kal,3000,,,False,True
"Suresh ji, ₹22000 EMI pending hai 87 din se. UPI se bhej sakte hain aap?","Nahi, abhi nahi ho pa raha. ₹7500 abhi bhejta hun, baaki 25 tarikh ko bhejunga. CIBIL score kharab na ho, please",partial_payment,87,22000,BNPL payment,desperate,bangalore,25,22000,,financial,True,False
"Amit ji ₹8000 bike loan EMI due hai, 79 days ho gaye hain. Payment karein?","Yeh amount galat hai, mera loan ₹6000 ka tha. Extra charges kyun laga rahe hain? 👍",dispute,79,8000,bike loan EMI,angry,hyderabad,,,amount,wrong billing,False,False
"Ramesh ji aapka ₹18,500 ka personal loan EMI 57 days se pending hai. CIBIL score kharaab ho jayega. Kripya aaj hi ₹18,500 UPI se bharein.","Nahi sir, abhi nhi de sakte, jo karna ho karo",refusal,57,18500,personal loan EMI,angry,bangalore,,,,hostile,True,False
₹10000 EMI pending hai. 19 din ho gaye overdue. Late fees lagu hoga.,Abhi nahi kar sakta boss. Aap log jo karna ho karo. 😓,refusal,19,10000,personal loan EMI,angry,hyderabad,,,,defiant,False,False
"Arre Priya ji, ₹18000 EMI pending hai. 62 din ho gaye. Thoda to samajhna padega na? Kay aapko paise nahi hai? UPI se bhi pay kar sakte hai.","Abhi nahi ho pa raha hai, nako thoda time do",refusal,62,18000,business loan EMI,polite-firm,mumbai,,,,lack of funds,False,False
"Arre Vikas ji, ₹11000 ka EMI 36 days se pending hai. UPI se abhi ₹5500 bhejne ka kripaya karein, nahi to CIBIL score affect ho sakta hai.","Bhai ₹5500 abhi bhej raha hun, baaki 20 tarikh ko bhejunga. Please CIBIL score mat kharab karo. 🙏🙏",partial_payment,36,11000,personal loan EMI,worried,hyderabad,20,5500,,financial_difficulty,True,False
Arre bhai ₹8000 EMI pending hai. Late fees lagech re. Abhi full payment karne ka kya scene hai?,"Nako bhaii, thoda muskil hai. ₹4000 abhi de sakte hain, baaki 10 din mein karenge. Kay?",partial_payment,71,8000,bike loan EMI,cooperative,mumbai,10 days,4000,,,False,False
"Rajesh ji, ₹7500 EMI bahut late ho gayi hai. Legal notice bhejna padega. Turant payment karein.","Yaar, maine pehle hi kaha h, next week payment kar dunga. Abhi kuch nahi kar sakte.",needs_more_time,48,7500,mobile loan EMI,cooperative,chennai,next week,7500,,delayed_payment,False,True
"Vijay ₹58000 49 din se EMI pending hai, enti 1 month se late fees lag rahi hai. Aaj turant contact karein.","yar 2 din aur do, ghar mein problem chal raha hai",needs_more_time,49,58000,bike loan EMI,desperate,hyderabad,2 din,,,family problem,False,False
"Kay re, Suresh ji, ₹18000 EMI pending hai. Kuch to batao, kab tak bhejoge?","abhi thoda time lagega, next month 1st week tak pakka",partial_payment,88,18000,BNPL payment,evasive,hyderabad,next month 1st week,,,,False,False
"Amit ji ₹22000 EMI kafi time se pending hai, late fees bhi lag rahi hai. Turant bharein.","sir sach mein business mein nuksaan ho gaya, next month double kar dunga. 🙏🙏",needs_more_time,8,22000,mobile loan EMI,desperate,mumbai,next month,44000,,business problem,True,False
"Rohit ji aapka ₹4200 bike loan EMI 2 din se overdue hai. Aapki CIBIL score par asar pad sakta hai. Turant payment karein, link: upi://pay?pa=rbi@loan&pn=Loan%20Repayment&am=4200","Bhai sach mein paisa nai h, abhi thoda waqt do yaar 🙏",needs_more_time,2,4200,bike loan EMI,polite,delhi,,,,,True,False
"Hi Goutham, aapka ₹6500 ka personal loan EMI 2 din se overdue hai. Aapko payment link bhej raha hoon. UPI se aaj hi pay karein.","Enti, boss, next month double karenge, abhi paisa nahi hai",needs_more_time,2,6500,personal loan EMI,desperate,hyderabad,next month,,,financial difficulties,False,False
"Anil ji ₹4500 mobile loan EMI bahut overdue hai. Aaj hi UPI se payment karein, nahi toh legal action lena padega.","bhai sach mein business mein problem hai, next month double kar dunga, abhi to bas ₹1500 hi de sakte hain",needs_more_time,65,4500,mobile loan EMI,evasive,mumbai,,4500,,business_problem,False,True
"Arre Amit, ₹2800 bike loan EMI 59 din se overdue hai. Late fees bhi lagech. Thoda jaldi karein UPI se: rzp.io/pay","Bhai, kal tak pakka kar dunga. Office mein busy tha, sorry 🙏",promise_to_pay,59,2800,bike loan EMI,polite,mumbai,kal,2800,,busy,False,False
"₹20000 bike loan EMI pending hai, 89 days se overdue hai. Okay ra, ₹16000 mein settle karte hain. Legal action avoid karein","anna, thoda time chahiye, next week try karta hun 🤞",refusal,89,20000,bike loan EMI,polite,hyderabad,next week,,,financial constraints,False,True
₹2500 ka EMI 21 din ho gaye due. UPI se kar dein: rzp.io/pay. CIBIL score par asar padega aur settlement ke liye bhi bohot mushkil hoga,"Illakalli, bhai abhi kar dunga, thoda time dein 😓",promise_to_pay,21,2500,mobile loan EMI,desperate,bangalore,abhi,2500,,time_request,True,False
